avibaseid,common_name,order,family,scientific_name,status
26530C865C4A655C,Dunnock,Passeriformes, Prunellidae,Prunella modularis,
240E33900CE34D44,House Sparrow,Passeriformes, Passeridae,Passer domesticus,
3718C3F9FDA2A7FB,Italian Sparrow,Passeriformes, Passeridae,Passer italiae,Rare/AccidentalVulnerable
5A8E09A18B86D140,Spanish Sparrow,Passeriformes, Passeridae,Passer hispaniolensis,Rare/Accidental
C22FBF8D36F91BCA,Eurasian Tree Sparrow,Passeriformes, Passeridae,Passer montanus,
F8748F12A35515B1,Rock Sparrow,Passeriformes, Passeridae,Petronia petronia,Rare/Accidental
3E389D037AA10A4C,White-winged Snowfinch,Passeriformes, Passeridae,Montifringilla nivalis,Uncertain origin
AE073221679039C2,Gray Wagtail,Passeriformes, Motacillidae,Motacilla cinerea,
5983D6776C4C4F85,Western Yellow Wagtail,Passeriformes, Motacillidae,Motacilla flava,
5487B6500F6BCF90,Eastern Yellow Wagtail,Passeriformes, Motacillidae,Motacilla tschutschensis,Rare/Accidental
5B0295C122B63ED3,Citrine Wagtail,Passeriformes, Motacillidae,Motacilla citreola,Rare/Accidental
400E032C4624AA36,White Wagtail,Passeriformes, Motacillidae,Motacilla alba,
41ECD10E24E8772D,Richard's Pipit,Passeriformes, Motacillidae,Anthus richardi,
57A0C80B2C7FBDE1,Paddyfield Pipit,Passeriformes, Motacillidae,Anthus rufulus,Rare/Accidental
9F65782F19136F06,Blyth's Pipit,Passeriformes, Motacillidae,Anthus godlewskii,Rare/Accidental
250CDA5828B68D0A,Tawny Pipit,Passeriformes, Motacillidae,Anthus campestris,
14873249B607CEB1,Meadow Pipit,Passeriformes, Motacillidae,Anthus pratensis,
365F5E975B414FE6,Tree Pipit,Passeriformes, Motacillidae,Anthus trivialis,
25F7AF6531AEED37,Olive-backed Pipit,Passeriformes, Motacillidae,Anthus hodgsoni,Rare/Accidental
9DC4CC5470034A96,Pechora Pipit,Passeriformes, Motacillidae,Anthus gustavi,Rare/Accidental
319D044A667563CD,Red-throated Pipit,Passeriformes, Motacillidae,Anthus cervinus,Rare/Accidental
0A3FA18502F4FC70,Water Pipit,Passeriformes, Motacillidae,Anthus spinoletta,
E1CBB1C259093F06,Rock Pipit,Passeriformes, Motacillidae,Anthus petrosus,
CDA2E56B1B283EA8,American Pipit,Passeriformes, Motacillidae,Anthus rubescens,Rare/Accidental
6364E4A53B9D5D99,Common Chaffinch,Passeriformes, Fringillidae,Fringilla coelebs,
E16B2C0328E05DC5,Brambling,Passeriformes, Fringillidae,Fringilla montifringilla,
C6B5497C9DB6796A,Evening Grosbeak,Passeriformes, Fringillidae,Coccothraustes vespertinus,Rare/AccidentalVulnerable
84E1F1149261F19E,Hawfinch,Passeriformes, Fringillidae,Coccothraustes coccothraustes,
3A713345F43AFFA6,Common Rosefinch,Passeriformes, Fringillidae,Carpodacus erythrinus,
83AC4DAD94AFC411,Pine Grosbeak,Passeriformes, Fringillidae,Pinicola enucleator,Rare/Accidental
24764DC7AD26E5F7,Eurasian Bullfinch,Passeriformes, Fringillidae,Pyrrhula pyrrhula,
8049F70788740F8F,Trumpeter Finch,Passeriformes, Fringillidae,Bucanetes githagineus,Rare/Accidental
65BD2033E2A722C8,European Greenfinch,Passeriformes, Fringillidae,Chloris chloris,
6CD4E38EB75CA3A0,Twite,Passeriformes, Fringillidae,Linaria flavirostris,
32635892A4EB874F,Eurasian Linnet,Passeriformes, Fringillidae,Linaria cannabina,
B6C8DDB2812B061A,Redpoll,Passeriformes, Fringillidae,Acanthis flammea,
CAAD3E23531C26C5,Parrot Crossbill,Passeriformes, Fringillidae,Loxia pytyopsittacus,Rare/Accidental
74FCC44D26021731,Scottish Crossbill,Passeriformes, Fringillidae,Loxia scotica,Endemic
135564AAF6B01DA2,Red Crossbill,Passeriformes, Fringillidae,Loxia curvirostra,
80C297E6B82452E7,White-winged Crossbill,Passeriformes, Fringillidae,Loxia leucoptera,Rare/Accidental
59353A055941B20B,European Goldfinch,Passeriformes, Fringillidae,Carduelis carduelis,
039E0011AA4F1420,Citril Finch,Passeriformes, Fringillidae,Carduelis citrinella,Rare/Accidental
C3227709455B9AFF,European Serin,Passeriformes, Fringillidae,Serinus serinus,
9820CECA12EC737D,Eurasian Siskin,Passeriformes, Fringillidae,Spinus spinus,
3534E4CEBACCB166,Lapland Longspur,Passeriformes, Calcariidae,Calcarius lapponicus,
9BEBC02505B416EE,Snow Bunting,Passeriformes, Calcariidae,Plectrophenax nivalis,
E2D2CB88A9D95E42,Black-headed Bunting,Passeriformes, Emberizidae,Emberiza melanocephala,Rare/Accidental
DBF8D184AA08A548,Red-headed Bunting,Passeriformes, Emberizidae,Emberiza bruniceps,Uncertain origin
9A87EBB0B75C410B,Corn Bunting,Passeriformes, Emberizidae,Emberiza calandra,
465C35EFDEEDEFDC,Chestnut-eared Bunting,Passeriformes, Emberizidae,Emberiza fucata,Rare/Accidental
4836E64E80D5A372,Rock Bunting,Passeriformes, Emberizidae,Emberiza cia,Rare/Accidental
EF5E57267BFFEC64,Godlewski's Bunting,Passeriformes, Emberizidae,Emberiza godlewskii,Uncertain origin
9AAB8C2174EFDF60,Cirl Bunting,Passeriformes, Emberizidae,Emberiza cirlus,
56FB47C05CB7275F,Yellowhammer,Passeriformes, Emberizidae,Emberiza citrinella,
43EF3EA79A531279,Pine Bunting,Passeriformes, Emberizidae,Emberiza leucocephalos,Rare/Accidental
4721056132879EB7,Ortolan Bunting,Passeriformes, Emberizidae,Emberiza hortulana,
A7F3E6AE9A1929F9,Cretzschmar's Bunting,Passeriformes, Emberizidae,Emberiza caesia,Rare/Accidental
C6D6D547670FE661,Pallas's Bunting,Passeriformes, Emberizidae,Emberiza pallasi,Rare/Accidental
C0B9787440316E20,Reed Bunting,Passeriformes, Emberizidae,Emberiza schoeniclus,
7574C0E53A34CCFD,Yellow-breasted Bunting,Passeriformes, Emberizidae,Emberiza aureola,Rare/AccidentalCritically endangered
1866F80E52F4075F,Little Bunting,Passeriformes, Emberizidae,Emberiza pusilla,
DA9746CEC82D30A3,Rustic Bunting,Passeriformes, Emberizidae,Emberiza rustica,Rare/AccidentalVulnerable
9787BE57A273F64A,Black-faced Bunting,Passeriformes, Emberizidae,Emberiza spodocephala,Rare/Accidental
ACDCF3CC14945335,Chestnut Bunting,Passeriformes, Emberizidae,Emberiza rutila,Uncertain origin
4A50E26530277C6D,Yellow-browed Bunting,Passeriformes, Emberizidae,Emberiza chrysophrys,Rare/Accidental
78509A5D6015C509,Lark Sparrow,Passeriformes, Passerellidae,Chondestes grammacus,Rare/Accidental
3A7B1F59DE8F597D,Fox Sparrow,Passeriformes, Passerellidae,Passerella iliaca,Rare/Accidental
05FF3C9B3C854D53,Dark-eyed Junco,Passeriformes, Passerellidae,Junco hyemalis,Rare/Accidental
8601A4678CABA542,White-crowned Sparrow,Passeriformes, Passerellidae,Zonotrichia leucophrys,Rare/Accidental
39BD9FF20A9613C4,White-throated Sparrow,Passeriformes, Passerellidae,Zonotrichia albicollis,Rare/Accidental
31CE00C71528322F,Savannah Sparrow,Passeriformes, Passerellidae,Passerculus sandwichensis,Rare/Accidental
A5F09E0521019564,Song Sparrow,Passeriformes, Passerellidae,Melospiza melodia,Rare/Accidental
6090278A61F63C13,Eastern Towhee,Passeriformes, Passerellidae,Pipilo erythrophthalmus,Rare/Accidental
3E2D0C9BADB782DB,Yellow-headed Blackbird,Passeriformes, Icteridae,Xanthocephalus xanthocephalus,Uncertain origin
F845062FC976B85B,Bobolink,Passeriformes, Icteridae,Dolichonyx oryzivorus,Rare/Accidental
5110842FA06DD11C,Baltimore Oriole,Passeriformes, Icteridae,Icterus galbula,Rare/Accidental
C86D078E641FCE6D,Red-winged Blackbird,Passeriformes, Icteridae,Agelaius phoeniceus,Rare/Accidental
1E1AB415D083AAD4,Brown-headed Cowbird,Passeriformes, Icteridae,Molothrus ater,Rare/Accidental
CEA5B6AA48218C8A,Ovenbird,Passeriformes, Parulidae,Seiurus aurocapilla,Rare/Accidental
709AF716468341F7,Northern Waterthrush,Passeriformes, Parulidae,Parkesia noveboracensis,Rare/Accidental
83F326C81E3F2955,Golden-winged Warbler,Passeriformes, Parulidae,Vermivora chrysoptera,Rare/AccidentalNear-threatened
B617FE7DF96090DD,Blue-winged Warbler,Passeriformes, Parulidae,Vermivora cyanoptera,Rare/Accidental
4D207AF69A79DDCF,Black-and-white Warbler,Passeriformes, Parulidae,Mniotilta varia,Rare/Accidental
D204A9309E8CCC3A,Tennessee Warbler,Passeriformes, Parulidae,Leiothlypis peregrina,Rare/Accidental
BA4C8A02839564AC,Common Yellowthroat,Passeriformes, Parulidae,Geothlypis trichas,Rare/Accidental
15EB30007E1908FD,Hooded Warbler,Passeriformes, Parulidae,Setophaga citrina,Rare/Accidental
BED38F505F0B8509,American Redstart,Passeriformes, Parulidae,Setophaga ruticilla,Rare/Accidental
DB20CB6B0A720B90,Cape May Warbler,Passeriformes, Parulidae,Setophaga tigrina,Rare/Accidental
41062654293EB4E1,Northern Parula,Passeriformes, Parulidae,Setophaga americana,Rare/Accidental
1E82CE1ECC54F928,Magnolia Warbler,Passeriformes, Parulidae,Setophaga magnolia,Rare/Accidental
10C601D3BCC5A85C,Bay-breasted Warbler,Passeriformes, Parulidae,Setophaga castanea,Rare/Accidental
4168AF09C7BCB40B,Blackburnian Warbler,Passeriformes, Parulidae,Setophaga fusca,Rare/Accidental
A6C0C4A9DCB84453,Yellow Warbler,Passeriformes, Parulidae,Setophaga petechia,Rare/Accidental
7AB1229BD3F33F46,Chestnut-sided Warbler,Passeriformes, Parulidae,Setophaga pensylvanica,Rare/Accidental
544A5E6BC69CEAAC,Blackpoll Warbler,Passeriformes, Parulidae,Setophaga striata,Rare/AccidentalNear-threatened
67B455A71B1C2506,Black-throated Blue Warbler,Passeriformes, Parulidae,Setophaga caerulescens,Rare/Accidental
4AAEF54973E5453C,Palm Warbler,Passeriformes, Parulidae,Setophaga palmarum,Uncertain origin
BC5A949807108302,Yellow-rumped Warbler,Passeriformes, Parulidae,Setophaga coronata,Rare/Accidental
BBD736B24D12F548,Pale-legged Warbler,Passeriformes, Parulidae,Myiothlypis signata,Rare/Accidental
F2D675AFB11EEEFF,Canada Warbler,Passeriformes, Parulidae,Cardellina canadensis,Rare/Accidental
1F09CCCCBD97B861,Wilson's Warbler,Passeriformes, Parulidae,Cardellina pusilla,Rare/Accidental
891798D9EFFE1F8D,Summer Tanager,Passeriformes, Cardinalidae,Piranga rubra,Rare/Accidental
4210163221C2E458,Scarlet Tanager,Passeriformes, Cardinalidae,Piranga olivacea,Rare/Accidental
7C2FCB13BAA660EE,Rose-breasted Grosbeak,Passeriformes, Cardinalidae,Pheucticus ludovicianus,Rare/Accidental
A7A75EA1A9A57185,Blue Grosbeak,Passeriformes, Cardinalidae,Passerina caerulea,Uncertain origin
043F337AA25E7D97,Indigo Bunting,Passeriformes, Cardinalidae,Passerina cyanea,Rare/Accidental
